Wedge Number, Average DWD, Last DWD,Elastic Yield (wedge), Diffraction Efficiency, AD-WC, AD-ExpRegion, Max Dose, Dose Threshold, Abs En Threshold, TAD, Dose Contrast, Used Volume, Wedge Absorbed Energy, Dose Inefficiency, Dose Inefficiency PE
1, 6.238509, 10.508146, 226800052173.031600, 36354848059.683914, 5.921152, 5.921152, 37.291488, 2.848442, 95.000000, 9.501849, 3.924656, 100.000000, 0.006876, 5.423453, 5.539991
