-50.0,-50.0,-40.0,4.7411136E-6,1.6779833E-9,181.6006
-50.0,-50.0,-30.0,7.1423844E-4,2.5278453E-7,27357.736
-50.0,-50.0,-20.0,0.029095002,1.02973545E-5,1114436.5
-50.0,-50.0,-10.0,0.34077668,1.2060829E-4,1.3052894E7
-50.0,-50.0,0.0,1.2988422,4.596885E-4,4.9750028E7
-50.0,-50.0,10.0,2.1276155,7.5300946E-4,8.149484E7
-50.0,-50.0,20.0,2.2190952,7.8538613E-4,8.4998816E7
-50.0,-50.0,30.0,2.0637062,7.3039054E-4,7.9046888E7
-50.0,-50.0,40.0,1.9027942,6.734403E-4,7.2883424E7
-50.0,-50.0,50.0,1.6667414,5.8989605E-4,6.3841804E7
-50.0,-40.0,-40.0,7.889423E-6,2.7922387E-9,302.19147
-50.0,-40.0,-30.0,0.0011885244,4.2064465E-7,45524.484
-50.0,-40.0,-20.0,0.048415374,1.7135255E-5,1854471.8
-50.0,-40.0,-10.0,0.5670675,2.0069754E-4,2.1720594E7
-50.0,-40.0,0.0,2.161331,7.649421E-4,8.2786256E7
-50.0,-40.0,10.0,3.5404465,0.0012530411,1.35611024E8
-50.0,-40.0,20.0,3.692673,0.0013069173,1.41441808E8
-50.0,-40.0,30.0,3.4340985,0.0012154022,1.31537528E8
-50.0,-40.0,40.0,3.1013932,0.0010976506,1.187938E8
-50.0,-40.0,50.0,2.7735314,9.816132E-4,1.06235592E8
-50.0,-30.0,-40.0,1.1723638E-5,4.1492507E-9,449.05478
-50.0,-30.0,-30.0,0.0017661405,6.250756E-7,67649.125
-50.0,-30.0,-20.0,0.07194497,2.546289E-5,2755734.5
-50.0,-30.0,-10.0,0.8426591,2.982354E-4,3.227668E7
-50.0,-30.0,0.0,3.2117255,0.0011366996,1.23019896E8
-50.0,-30.0,10.0,5.2610836,0.001862012,2.015172E8
-50.0,-30.0,20.0,5.487291,0.0019420717,2.10181712E8
-50.0,-30.0,30.0,5.0742903,0.0017959018,1.943624E8
-50.0,-30.0,40.0,4.7051544,0.0016652566,1.80223248E8
-50.0,-30.0,50.0,4.121452,0.0014586715,1.57865488E8
-50.0,-20.0,-40.0,1.5557212E-5,5.506036E-9,595.8936
-50.0,-20.0,-30.0,0.0023436602,8.2947236E-7,89770.07
-50.0,-20.0,-20.0,0.09547064,3.3789136E-5,3656846.8
-50.0,-20.0,-10.0,1.1182047,3.9575697E-4,4.2831004E7
-50.0,-20.0,0.0,4.261945,0.001508395,1.63246832E8
-50.0,-20.0,10.0,6.981433,0.0024708812,2.67412384E8
-50.0,-20.0,20.0,7.2580466,0.0025687807,2.78007616E8
-50.0,-20.0,30.0,6.771724,0.0023966606,2.5937984E8
-50.0,-20.0,40.0,6.2437177,0.0022097875,2.39155408E8
-50.0,-20.0,50.0,5.469147,0.0019356504,2.09486752E8
-50.0,-10.0,-40.0,1.8435436E-5,6.524702E-9,706.1392
-50.0,-10.0,-30.0,0.0027772582,9.829322E-7,106378.336
-50.0,-10.0,-20.0,0.11313356,4.0040428E-5,4333396.0
